               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.015804,           0.0048093,                   0,             0.98748,             0.97392,             0.98179,             0.67811,            0.022688,            0.006466,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.015426,            0.004732,                   0,              0.9854,             0.97531,             0.97929,             0.67633,            0.022652,            0.006416,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.016226,           0.0049231,                   0,             0.98608,             0.97531,             0.98048,             0.67579,            0.022693,           0.0064559,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.015704,           0.0048909,                   0,              0.9875,             0.97501,             0.98049,             0.65865,            0.022598,           0.0067099,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.015214,           0.0047208,                   0,             0.98734,             0.97531,             0.98363,             0.66212,             0.02298,           0.0070563,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.015449,           0.0049874,                   0,              0.9875,             0.97507,             0.98321,             0.65782,            0.023285,           0.0070737,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015233,           0.0047232,                   0,              0.9875,             0.97499,             0.98134,             0.66259,            0.023236,           0.0069612,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.015111,           0.0047683,                   0,              0.9868,             0.97531,              0.9818,             0.66252,            0.023017,           0.0069999,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015899,           0.0050021,                   0,             0.98677,             0.97531,             0.98129,             0.66424,            0.022631,           0.0068685,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.014838,           0.0047691,                   0,             0.98614,             0.97531,             0.98247,             0.67012,            0.022557,           0.0068203,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.014923,           0.0044491,                   0,             0.98614,             0.97531,             0.98504,             0.66876,            0.022757,           0.0068856,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.015213,            0.005276,                   0,             0.98613,             0.97531,             0.98554,             0.67706,            0.022854,           0.0069897,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015245,           0.0046735,                   0,             0.98577,             0.97531,             0.98521,             0.66892,            0.023173,           0.0075103,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.015366,           0.0046882,                   0,             0.98671,             0.97531,             0.98347,             0.66975,            0.023354,           0.0075147,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.015579,            0.004827,                   0,             0.98644,             0.97531,             0.98024,             0.66352,            0.023582,           0.0073195,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.015033,           0.0047307,                   0,             0.98664,             0.97531,             0.98025,             0.66801,            0.022903,           0.0075581,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.014752,           0.0047035,                   0,             0.98677,             0.97531,             0.98036,             0.67833,            0.022961,            0.007659,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.014822,           0.0047318,                   0,             0.98649,             0.97531,             0.98001,             0.67714,            0.023034,           0.0075651,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.014996,           0.0047248,                   0,             0.98622,             0.97531,             0.97859,             0.67605,            0.023003,           0.0073716,                   0,             0.00109,             0.00109,             0.00109
                 182,             0.01533,           0.0045909,                   0,             0.98592,             0.97531,             0.97811,             0.66298,            0.023305,           0.0074969,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,              0.0146,            0.004689,                   0,             0.98631,             0.97531,             0.97832,             0.66401,            0.023543,           0.0073185,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.014885,           0.0045229,                   0,             0.98633,             0.97531,             0.97846,             0.66591,            0.023073,           0.0073996,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.014645,           0.0045913,                   0,             0.98615,             0.97531,             0.97865,             0.67141,            0.022796,           0.0073326,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.014573,           0.0046524,                   0,             0.98626,             0.97531,             0.98038,              0.6605,             0.02319,           0.0071585,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014295,           0.0045917,                   0,              0.9863,             0.97531,             0.98018,             0.65732,            0.023475,           0.0072036,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.014304,           0.0049868,                   0,             0.98597,             0.97531,             0.97972,             0.65853,            0.023174,           0.0070023,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014559,           0.0047144,                   0,             0.98631,             0.97531,             0.97931,             0.66844,            0.022848,           0.0069867,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.014082,           0.0045625,                   0,             0.98591,             0.97531,             0.97862,             0.66162,            0.022883,           0.0069879,                   0,           0.0006445,           0.0006445,           0.0006445
